"src","doi","yr","pmcid"
"PMC","10.1038/s41598-018-37302-2",2019,"PMC6353970"
"PMC","10.14348/molcells.2018.0351",2018,"PMC6354063"
"PMC","10.1038/s41588-018-0238-1",2019,"PMC6354244"
"PMC","10.1186/s12984-019-0493-0",2019,"PMC6354345"
"PMC","10.1186/s13059-019-1631-5",2019,"PMC6354408"
"PMC","10.7717/peerj.6336",2019,"PMC6354663"
"PMC","10.1523/ENEURO.0290-18.2018",2018,"PMC6354784"
"PMC","10.1128/mSphere.00561-18",2019,"PMC6354806"
"PMC","10.1128/mSphereDirect.00698-18",2019,"PMC6354811"
"PMC","10.1371/journal.pone.0204186",2019,"PMC6354965"
"PMC","10.1371/journal.pone.0211221",2019,"PMC6354971"
"PMC","10.1371/journal.pone.0211805",2019,"PMC6355024"
"PMC","10.1096/fj.201800554RR",2018,"PMC6355074"
"PMC","10.7554/eLife.41463",2019,"PMC6355195"
"PMC","10.7554/eLife.42995",2019,"PMC6355199"
"PMC","10.3389/fpsyg.2019.00058",2019,"PMC6355693"
"PMC","10.1038/s41598-018-37741-x",2019,"PMC6355802"
"PMC","10.1038/s41598-018-37646-9",2019,"PMC6355815"
"PMC","10.1038/s41467-019-08381-0",2019,"PMC6355915"
"PMC","10.1038/s41598-018-37658-5",2019,"PMC6355929"
"PMC","10.1038/s41598-018-37073-w",2019,"PMC6355931"
"PMC","10.1016/j.dib.2018.12.070",2018,"PMC6355957"
"PMC","10.1016/j.nicl.2019.101655",2019,"PMC6356007"
"PMC","10.3390/nu11010051",2019,"PMC6356834"
"PMC","10.1186/s12920-018-0461-8",2019,"PMC6357354"
"PMC","10.1186/s13059-019-1633-3",2019,"PMC6357441"
"PMC","10.1186/s13072-019-0255-z",2019,"PMC6357467"
"PMC","10.1186/s40246-018-0190-2",2019,"PMC6357493"
"PMC","10.1093/bib/bbx115",2017,"PMC6357553"
"PMC","10.1128/MRA.01656-18",2019,"PMC6357645"
"PMC","10.3389/fpls.2019.00009",2019,"PMC6357674"
"PMC","10.1016/j.nicl.2019.101687",2019,"PMC6357852"
"PMC","10.3389/fpsyg.2019.00021",2019,"PMC6357916"
"PMC","10.1371/journal.pone.0211359",2019,"PMC6358090"
"PMC","10.1093/toxsci/kfy265",2018,"PMC6358245"
"PMC","10.1371/journal.pone.0209892",2019,"PMC6358273"
"PMC","10.1038/s42003-019-0296-7",2019,"PMC6358607"
"PMC","10.1038/s41398-018-0354-9",2019,"PMC6358611"
"PMC","10.1038/s41598-018-37913-9",2019,"PMC6358614"
"PMC","10.1038/s41467-019-08492-8",2019,"PMC6358625"
"PMC","10.1038/s41467-019-08377-w",2019,"PMC6358638"
"PMC","10.1073/pnas.1813957116",2019,"PMC6358699"
"PMC","10.3390/ijms20020386",2019,"PMC6358820"
"PMC","10.3390/s19020347",2019,"PMC6358924"
"PMC","10.1186/s40168-019-0629-2",2019,"PMC6359780"
"PMC","10.1186/s12885-019-5308-y",2019,"PMC6359796"
"PMC","10.1186/s12866-019-1402-1",2019,"PMC6359835"
"PMC","10.1186/s12934-019-1072-6",2019,"PMC6359841"
"PMC","10.1155/2019/5640685",2019,"PMC6360056"
"PMC","10.3389/fgene.2019.00015",2019,"PMC6360179"
"PMC","10.1038/s41467-018-08220-8",2019,"PMC6360191"
"PMC","10.1093/database/baz008",2019,"PMC6360207"
"PMC","10.4049/jimmunol.1801407",2019,"PMC6360259"
"PMC","10.7150/jca.27615",2019,"PMC6360295"
"PMC","10.1177/0271678X17726635",2019,"PMC6360485"
"PMC","10.1186/s12864-018-5370-x",2019,"PMC6360648"
"PMC","10.1186/s12864-018-5371-9",2019,"PMC6360649"
"PMC","10.1186/s12864-018-5372-8",2019,"PMC6360650"
"PMC","10.1186/s12864-019-5484-9",2019,"PMC6360714"
"PMC","10.1109/JTEHM.2019.2892970",2019,"PMC6360998"
"PMC","10.1093/bioinformatics/bty630",2018,"PMC6361232"
"PMC","10.1093/bioinformatics/bty650",2018,"PMC6361241"
"PMC","10.1093/bioinformatics/bty647",2018,"PMC6361243"
"PMC","10.1093/bioinformatics/bty672",2018,"PMC6361244"
"PMC","10.1371/journal.pcbi.1006693",2019,"PMC6361419"
"PMC","10.1371/journal.pone.0209499",2019,"PMC6361428"
"PMC","10.1371/journal.ppat.1007513",2019,"PMC6361461"
"PMC","10.1371/journal.pcbi.1006646",2019,"PMC6361466"
"PMC","10.1111/cas.13859",2019,"PMC6361559"
"PMC","10.7554/eLife.39695",2019,"PMC6361590"
"PMC","10.3389/fnhum.2019.00012",2019,"PMC6361791"
"PMC","10.3389/fmicb.2019.00048",2019,"PMC6361801"
"PMC","10.3389/fgene.2019.00013",2019,"PMC6361806"
"PMC","10.1038/s41398-018-0360-y",2019,"PMC6361928"
"PMC","10.1038/s41598-018-37920-w",2019,"PMC6361933"
"PMC","10.1038/s42003-018-0254-9",2019,"PMC6361956"
"PMC","10.1038/s41598-018-36567-x",2019,"PMC6361983"
"PMC","10.1038/s41598-018-38263-2",2019,"PMC6362081"
"PMC","10.1038/s41598-018-38007-2",2019,"PMC6362094"
"PMC","10.1038/s41598-018-37615-2",2019,"PMC6362117"
"PMC","10.1038/s41598-018-37558-8",2019,"PMC6362119"
"PMC","10.1038/s41598-018-37746-6",2019,"PMC6362130"
"PMC","10.1016/j.tem.2018.11.005",2019,"PMC6362144"
"PMC","10.1038/s41598-018-37840-9",2019,"PMC6362191"
"PMC","10.1038/s41598-018-37755-5",2019,"PMC6362246"
"PMC","10.1038/s41467-019-08388-7",2019,"PMC6362250"
"PMC","10.3389/fimmu.2019.00056",2019,"PMC6362261"
"PMC","10.1002/ece3.4849",2019,"PMC6362444"
"PMC","10.1002/ece3.4826",2019,"PMC6362449"
"PMC","10.1038/sdata.2019.5",2019,"PMC6362894"
"PMC","10.1038/sdata.2019.6",2019,"PMC6362931"
"PMC","10.1080/21505594.2018.1558693",2019,"PMC6363060"
"PMC","10.1002/psp4.12371",2019,"PMC6363067"
"PMC","10.1093/jxb/ery382",2018,"PMC6363089"
"PMC","10.1371/journal.pone.0211735",2019,"PMC6363175"
"PMC","10.7554/eLife.42761",2019,"PMC6363387"
"PMC","10.7554/eLife.44431",2019,"PMC6363392"
"PMC","10.3389/fmicb.2019.00060",2019,"PMC6363673"
"PMC","10.1038/s41598-018-35228-3",2019,"PMC6363726"
"PMC","10.1038/s42003-019-0299-4",2019,"PMC6363775"
"PMC","10.1016/j.gpb.2018.06.006",2018,"PMC6364044"
"PMC","10.1021/acs.jproteome.8b00576",2019,"PMC6364269"
"PMC","10.1186/s12864-019-5480-0",2019,"PMC6364396"
"PMC","10.1186/s12864-019-5486-7",2019,"PMC6364401"
"PMC","10.1186/s12864-019-5492-9",2019,"PMC6364476"
"PMC","10.1098/rsif.2018.0572",2019,"PMC6364637"
"PMC","10.1098/rsif.2018.0534",2019,"PMC6364659"
"PMC","10.1093/gbe/evz001",2019,"PMC6364797"
"PMC","10.1371/journal.pone.0210903",2019,"PMC6364901"
"PMC","10.1371/journal.pone.0211510",2019,"PMC6364965"
"PMC","10.3892/ijmm.2018.4038",2018,"PMC6365023"
"PMC","10.3389/fgene.2019.00007",2019,"PMC6365429"
"PMC","10.1038/s41375-018-0342-3",2019,"PMC6365490"
"PMC","10.1038/s41598-018-37638-9",2019,"PMC6365499"
"PMC","10.1038/s41598-018-38442-1",2019,"PMC6365531"
"PMC","10.1038/s41598-018-37977-7",2019,"PMC6365588"
"PMC","10.1038/s41598-018-38048-7",2019,"PMC6365589"
"PMC","10.1128/mSystems.00317-18",2019,"PMC6365647"
"PMC","10.3389/fmicb.2019.00036",2019,"PMC6365651"
"PMC","10.1186/s12859-019-2641-8",2019,"PMC6366102"
"PMC","10.1186/s12864-019-5500-0",2019,"PMC6366116"
"PMC","10.7717/peerj.6222",2019,"PMC6366399"
"PMC","10.1016/j.celrep.2018.12.090",2019,"PMC6366459"
"PMC","10.1371/journal.pntd.0007061",2019,"PMC6366693"
"PMC","10.1371/journal.pone.0210675",2019,"PMC6366741"
"PMC","10.1371/journal.pbio.2005902",2019,"PMC6366751"
"PMC","10.18632/oncotarget.26589",2019,"PMC6366829"
"PMC","10.1038/s41380-018-0115-4",2019,"PMC6367065"
"PMC","10.1098/rspb.2018.2613",2019,"PMC6367162"
"PMC","10.1038/s41467-019-08550-1",2019,"PMC6367320"
"PMC","10.1038/s41598-018-38144-8",2019,"PMC6367330"
"PMC","10.1038/s41598-018-36318-y",2019,"PMC6367356"
"PMC","10.1038/s41598-018-38231-w",2019,"PMC6367407"
"PMC","10.1038/s41598-019-38612-9",2019,"PMC6367450"
"PMC","10.1093/database/baz010",2019,"PMC6367517"
"PMC","10.1016/j.celrep.2019.01.047",2019,"PMC6367566"
"PMC","10.1186/s12864-019-5485-8",2019,"PMC6367775"
"PMC","10.1093/molbev/msy208",2018,"PMC6367989"
"PMC","10.7717/peerj.6377",2019,"PMC6368029"
"PMC","10.1093/bioinformatics/btx625",2017,"PMC6368139"
"PMC","10.1093/gbe/evy274",2019,"PMC6368146"
"PMC","10.1371/journal.pone.0211963",2019,"PMC6368312"
"PMC","10.1371/journal.pone.0211943",2019,"PMC6368329"
"PMC","10.7554/eLife.43101",2019,"PMC6368402"
"PMC","10.1093/sysbio/syy054",2018,"PMC6368480"
"PMC","10.1038/s41467-019-08666-4",2019,"PMC6368563"
"PMC","10.1038/s41467-019-08593-4",2019,"PMC6368565"
"PMC","10.1038/s41598-018-38204-z",2019,"PMC6368583"
"PMC","10.1038/s41467-019-08514-5",2019,"PMC6368588"
"PMC","10.1038/s41598-018-37802-1",2019,"PMC6368591"
"PMC","10.1038/s41467-019-08499-1",2019,"PMC6368606"
"PMC","10.1038/s42003-019-0306-9",2019,"PMC6368629"
"PMC","10.1186/s12859-019-2664-1",2019,"PMC6368709"
"PMC","10.1186/s13058-019-1102-7",2019,"PMC6368740"
"PMC","10.7717/peerj.6347",2019,"PMC6368833"
"PMC","10.1016/j.celrep.2018.12.044",2019,"PMC6368857"
"PMC","10.3389/fpsyg.2019.00084",2019,"PMC6369163"
"PMC","10.3389/fgene.2019.00030",2019,"PMC6369166"
"PMC","10.1016/j.jcmgh.2018.10.011",2018,"PMC6369230"
"PMC","10.3389/fnbot.2019.00002",2019,"PMC6369368"
"PMC","10.1016/j.dib.2018.12.090",2019,"PMC6369404"
"PMC","10.1016/j.ajhg.2018.12.015",2019,"PMC6369448"
"PMC","10.1002/evl3.97",2019,"PMC6369964"
"PMC","10.1371/journal.pone.0211738",2019,"PMC6370206"
"PMC","10.1371/journal.pgen.1007759",2019,"PMC6370237"
"PMC","10.1371/journal.pcbi.1006714",2019,"PMC6370249"
"PMC","10.1016/j.nicl.2019.101699",2019,"PMC6370560"
"PMC","10.1016/j.bbrep.2019.01.008",2019,"PMC6370585"
"PMC","10.3389/fphar.2019.00042",2019,"PMC6370634"
"PMC","10.3389/fgene.2019.00020",2019,"PMC6370730"
"PMC","10.1038/s41598-018-37468-9",2019,"PMC6370787"
"PMC","10.1038/s41598-018-38417-2",2019,"PMC6370841"
"PMC","10.1038/s41467-019-08546-x",2019,"PMC6370887"
"PMC","10.1016/j.cmet.2018.09.021",2019,"PMC6370946"
"PMC","10.1016/j.cub.2018.12.041",2019,"PMC6370950"
"PMC","10.3389/fpls.2019.00053",2019,"PMC6370998"
"PMC","10.3389/fpsyg.2019.00052",2019,"PMC6371050"
"PMC","10.3390/geriatrics3040089",2018,"PMC6371113"
"PMC","10.3389/fnins.2019.00031",2019,"PMC6371195"
"PMC","10.1186/s12879-019-3763-3",2019,"PMC6371417"
"PMC","10.1186/s12864-019-5493-8",2019,"PMC6371443"
"PMC","10.1186/s13059-019-1634-2",2019,"PMC6371618"
"PMC","10.1016/j.str.2018.06.011",2018,"PMC6372009"
"PMC","10.1088/1361-6463/aad055",2018,"PMC6372154"
"PMC","10.1371/journal.pone.0211960",2019,"PMC6372179"
"PMC","10.7554/eLife.41930",2019,"PMC6372280"
"PMC","10.3389/fmicb.2019.00005",2019,"PMC6372511"
"PMC","10.3389/fmicb.2019.00132",2019,"PMC6372515"
"PMC","10.3389/fmicb.2019.00053",2019,"PMC6372532"
"PMC","10.3389/fgene.2019.00035",2019,"PMC6372563"
"PMC","10.3389/fphar.2019.00085",2019,"PMC6372570"
"PMC","10.1038/s41598-019-38528-4",2019,"PMC6372619"
"PMC","10.1038/s41398-019-0427-4",2019,"PMC6372695"
"PMC","10.1128/mBio.02895-18",2019,"PMC6372805"
"PMC","10.1128/mSystems.00284-18",2019,"PMC6372839"
"PMC","10.12688/wellcomeopenres.14738.3",2018,"PMC6372928"
"PMC","10.12688/f1000research.16817.1",2018,"PMC6372929"
"PMC","10.1186/s13099-019-0288-7",2019,"PMC6373042"
"PMC","10.1186/s12864-019-5444-4",2019,"PMC6373115"
"PMC","10.1186/s13059-019-1647-x",2019,"PMC6373152"
"PMC","10.3389/fmicb.2019.00177",2019,"PMC6373202"
"PMC","10.1007/s00439-019-01970-5",2019,"PMC6373233"
"PMC","10.1007/s10548-018-0684-1",2019,"PMC6373290"
"PMC","10.1007/s11336-018-09656-z",2019,"PMC6373343"
"PMC","10.1007/s40264-018-0763-y",2019,"PMC6373386"
"PMC","10.1007/s10822-018-0148-4",2019,"PMC6373529"
"PMC","10.2807/1560-7917.ES.2017.22.32.30593",2017,"PMC6373610"
"PMC","10.2807/1560-7917.ES.2017.22.32.30593",2017,"PMC6373613"
"PMC","10.1007/s41664-018-0068-2",2018,"PMC6373628"
"PMC","10.1371/journal.pcbi.1006599",2019,"PMC6373968"
"PMC","10.1371/journal.pone.0212287",2019,"PMC6373969"
"PMC","10.1371/journal.pgen.1007897",2019,"PMC6373972"
"PMC","10.1371/journal.pgen.1007965",2019,"PMC6373975"
"PMC","10.1371/journal.pgen.1007951",2019,"PMC6373977"
"PMC","10.1371/journal.pone.0212112",2019,"PMC6374022"
"PMC","10.7554/eLife.40760",2019,"PMC6374075"
"PMC","10.3389/fmicb.2019.00170",2019,"PMC6374330"
"PMC","10.1038/s41598-018-38315-7",2019,"PMC6374403"
"PMC","10.1038/s41467-019-08736-7",2019,"PMC6374409"
"PMC","10.1038/s41598-018-36254-x",2019,"PMC6374410"
"PMC","10.1038/s41598-018-38246-3",2019,"PMC6374414"
"PMC","10.1038/s41467-019-08554-x",2019,"PMC6374416"
"PMC","10.1038/s41598-019-38532-8",2019,"PMC6374447"
"PMC","10.1038/s41467-019-08575-6",2019,"PMC6374474"
"PMC","10.1038/s41598-018-36119-3",2019,"PMC6374485"
"PMC","10.1038/s41598-018-37491-w",2019,"PMC6374489"
"PMC","10.1038/s41598-019-38512-y",2019,"PMC6374515"
"PMC","10.1016/j.pvr.2019.02.001",2019,"PMC6374642"
"PMC","10.1002/ece3.4742",2019,"PMC6374654"
"PMC","10.1002/ece3.4662",2019,"PMC6374667"
"PMC","10.1002/ece3.4803",2019,"PMC6374669"
"PMC","10.1002/ece3.4814",2019,"PMC6374678"
"PMC","10.2196/11973",2019,"PMC6374734"
"PMC","10.1155/2019/7235914",2019,"PMC6374869"
"PMC","10.1155/2019/2436924",2019,"PMC6374881"
"PMC","10.1186/s12864-019-5502-y",2019,"PMC6374894"
"PMC","10.1186/s13059-019-1632-4",2019,"PMC6374904"
"PMC","10.1186/s12859-019-2670-3",2019,"PMC6375192"
"PMC","10.1186/s13569-019-0113-6",2019,"PMC6375211"
"PMC","10.1016/j.dcn.2018.02.007",2019,"PMC6375310"
"PMC","10.1039/c8sc02847h",2019,"PMC6375360"
"PMC","10.1289/EHP1655",2018,"PMC6375436"
"PMC","10.1371/journal.pone.0210891",2019,"PMC6375556"
"PMC","10.1371/journal.pone.0212291",2019,"PMC6375602"
"PMC","10.1371/journal.pgen.1007903",2019,"PMC6375640"
"PMC","10.1371/journal.pone.0212102",2019,"PMC6375668"
"PMC","10.1371/journal.pntd.0007052",2019,"PMC6375703"
"PMC","10.1016/j.molcel.2018.11.006",2019,"PMC6375729"
"PMC","10.1016/j.molcel.2018.11.025",2019,"PMC6375734"
"PMC","10.1038/s41598-018-38427-0",2019,"PMC6375915"
"PMC","10.1038/s41598-018-38343-3",2019,"PMC6375952"
"PMC","10.1038/s41525-019-0079-6",2019,"PMC6375963"
"PMC","10.1038/s41398-019-0384-y",2019,"PMC6376002"
"PMC","10.1038/s41598-019-38482-1",2019,"PMC6376024"
"PMC","10.1038/s41598-018-37984-8",2019,"PMC6376058"
"PMC","10.3389/fpls.2019.00091",2019,"PMC6376111"
"PMC","10.1128/MRA.01526-18",2019,"PMC6376422"
"PMC","10.7150/thno.29520",2019,"PMC6376470"
"PMC","10.1177/0146621618772290",2019,"PMC6376534"
"PMC","10.1177/0748730418813785",2019,"PMC6376636"
"PMC","10.1186/s12863-019-0723-2",2019,"PMC6376737"
"PMC","10.3389/fmicb.2019.00139",2019,"PMC6376739"
"PMC","10.1186/s12874-019-0677-0",2019,"PMC6376774"
"PMC","10.1371/journal.pone.0211962",2019,"PMC6376920"
"PMC","10.1016/j.celrep.2019.01.032",2019,"PMC6376993"
"PMC","10.1016/j.dib.2018.12.038",2018,"PMC6377051"
"PMC","10.1371/journal.pone.0212090",2019,"PMC6377111"
"PMC","10.1371/journal.pone.0212234",2019,"PMC6377122"
"PMC","10.1371/journal.pone.0206648",2019,"PMC6377124"
"PMC","10.1371/journal.pone.0211885",2019,"PMC6377186"
"PMC","10.1016/j.mex.2019.02.005",2019,"PMC6377390"
"PMC","10.1523/ENEURO.0197-18.2018",2018,"PMC6377408"
"PMC","10.1136/bmjopen-2018-026886",2019,"PMC6377511"
"PMC","10.1038/s41698-019-0077-2",2019,"PMC6377617"
"PMC","10.1038/s41467-019-08548-9",2019,"PMC6377633"
"PMC","10.1038/s41467-019-08689-x",2019,"PMC6377644"
"PMC","10.1038/s41398-019-0425-6",2019,"PMC6377652"
"PMC","10.1186/s12864-019-5494-7",2019,"PMC6377786"
"PMC","10.1155/2019/9435163",2019,"PMC6378004"
"PMC","10.7717/peerj.6399",2019,"PMC6378093"
"PMC","10.3389/fpsyt.2019.00041",2019,"PMC6378270"
"PMC","10.1155/2019/7496591",2019,"PMC6378788"
"PMC","10.1111/1755-0998.12946",2019,"PMC6378809"
"PMC","10.1016/j.dib.2018.12.042",2018,"PMC6378892"
"PMC","10.1093/bioinformatics/bty679",2018,"PMC6378932"
"PMC","10.1093/bioinformatics/bty634",2018,"PMC6378935"
"PMC","10.1093/bioinformatics/bty680",2018,"PMC6378940"
"PMC","10.1093/dnares/dsy036",2018,"PMC6379037"
"PMC","10.15252/msb.20188513",2019,"PMC6379048"
"PMC","10.3389/fevo.2018.00224",2019,"PMC6379063"
"PMC","10.7554/eLife.41637",2019,"PMC6379090"
"PMC","10.1093/gbe/evy248",2018,"PMC6379091"
"PMC","10.3389/fmicb.2019.00133",2019,"PMC6379261"
"PMC","10.3389/fgene.2019.00064",2019,"PMC6379267"
"PMC","10.1038/s41598-019-38825-y",2019,"PMC6379436"
"PMC","10.1038/s41598-019-38741-1",2019,"PMC6379561"
"PMC","10.1093/database/baz018",2019,"PMC6379597"
"PMC","10.1093/nar/gky1173",2018,"PMC6379653"
"PMC","10.1093/nar/gky1196",2018,"PMC6379663"
"PMC","10.1093/nar/gky1222",2018,"PMC6379681"
"PMC","10.1093/nar/gky1271",2018,"PMC6379724"
"PMC","10.1007/s11214-018-0576-4",2019,"PMC6380193"
"PMC","10.3389/fnins.2019.00023",2019,"PMC6380197"
"PMC","10.1038/sdata.2019.23",2019,"PMC6380220"
"PMC","10.1038/sdata.2019.16",2019,"PMC6380223"
"PMC","10.3389/fpls.2019.00130",2019,"PMC6380268"
"PMC","10.1080/15476286.2019.1572438",2019,"PMC6380332"
"PMC","10.1080/15592294.2018.1564426",2019,"PMC6380393"
"PMC","10.1371/journal.pbio.3000136",2019,"PMC6380595"
"PMC","10.1097/MD.0000000000014390",2019,"PMC6380759"
"PMC","10.7554/eLife.41770",2019,"PMC6380841"
"PMC","10.1038/s41598-019-39468-9",2019,"PMC6381152"
"PMC","10.1128/mSystems.00029-19",2019,"PMC6381223"
"PMC","10.1128/mSystems.00160-18",2019,"PMC6381224"
"PMC","10.1128/mBio.02785-18",2019,"PMC6381280"
"PMC","10.1016/j.ccell.2017.07.004",2017,"PMC6381325"
"PMC","10.1016/j.celrep.2019.01.084",2019,"PMC6381606"
"PMC","10.1186/s12859-019-2669-9",2019,"PMC6381631"
"PMC","10.1186/s12866-019-1418-6",2019,"PMC6381643"
"PMC","10.1186/s12870-019-1681-6",2019,"PMC6381666"
"PMC","10.1186/s13048-019-0494-4",2019,"PMC6381667"
"PMC","10.1186/s13046-019-1087-1",2019,"PMC6381716"
"PMC","10.1186/s12859-019-2675-y",2019,"PMC6381749"
"PMC","10.1093/jamia/ocx084",2017,"PMC6381763"
"PMC","10.1016/j.celrep.2019.01.102",2019,"PMC6381790"
"PMC","10.1371/journal.pbio.3000142",2019,"PMC6382107"
"PMC","10.1371/journal.pone.0211770",2019,"PMC6382111"
"PMC","10.3389/fmicb.2019.00193",2019,"PMC6382698"
"PMC","10.1002/cam4.1888",2019,"PMC6382727"
"PMC","10.3389/fmicb.2019.00250",2019,"PMC6382750"
"PMC","10.1038/s41598-019-38800-7",2019,"PMC6382790"
"PMC","10.1038/s41467-019-08854-2",2019,"PMC6382801"
"PMC","10.1038/s41598-018-38006-3",2019,"PMC6382808"
"PMC","10.1038/s41598-019-39636-x",2019,"PMC6382810"
"PMC","10.1038/s41467-019-08650-y",2019,"PMC6382834"
"PMC","10.1038/s41598-019-38791-5",2019,"PMC6382837"
"PMC","10.1038/s41598-019-38748-8",2019,"PMC6382912"
"PMC","10.1002/cam4.1965",2019,"PMC6382922"
"PMC","10.1038/s41598-018-38090-5",2019,"PMC6382935"
"PMC","10.1038/s41598-019-38943-7",2019,"PMC6382945"
"PMC","10.1128/mSphere.00043-19",2019,"PMC6382968"
"PMC","10.1016/j.isci.2019.02.004",2019,"PMC6383125"
"PMC","10.1186/s13020-019-0226-0",2019,"PMC6383245"
"PMC","10.1186/s13059-019-1648-9",2019,"PMC6383288"
"PMC","10.1007/s10107-017-1215-7",2019,"PMC6383673"
"PMC","10.1111/eva.12741",2019,"PMC6383708"
"PMC","10.1111/eva.12725",2019,"PMC6383734"
"PMC","10.1111/eva.12728",2019,"PMC6383844"
"PMC","10.1093/ibd/izy349",2018,"PMC6383859"
"PMC","10.1371/journal.pone.0209836",2019,"PMC6383872"
"PMC","10.1371/journal.pone.0212002",2019,"PMC6383890"
"PMC","10.1371/journal.pone.0212514",2019,"PMC6383930"
"PMC","10.1371/journal.pbio.3000134",2019,"PMC6383943"
"PMC","10.4196/kjpp.2019.23.2.131",2019,"PMC6384195"
"PMC","10.3389/fmicb.2019.00195",2019,"PMC6384249"
"PMC","10.3389/fpls.2019.00156",2019,"PMC6384259"
"PMC","10.3389/fgene.2019.00087",2019,"PMC6384416"
"PMC","10.1038/s41598-019-38836-9",2019,"PMC6384925"
"PMC","10.1038/s41598-019-39203-4",2019,"PMC6384953"
"PMC","10.1038/s41467-019-08685-1",2019,"PMC6385256"
"PMC","10.1038/s41598-018-38340-6",2019,"PMC6385267"
"PMC","10.1038/s41598-019-38768-4",2019,"PMC6385308"
"PMC","10.1038/s41598-019-39226-x",2019,"PMC6385311"
"PMC","10.1038/s41598-019-39323-x",2019,"PMC6385345"
"PMC","10.1186/s12866-019-1413-y",2019,"PMC6385412"
"PMC","10.1186/s13072-019-0260-2",2019,"PMC6385419"
"PMC","10.1534/g3.118.200941",2019,"PMC6385981"
"PMC","10.1534/g3.118.200859",2019,"PMC6385984"
"PMC","10.1371/journal.pone.0212364",2019,"PMC6386246"
"PMC","10.1371/journal.pone.0212669",2019,"PMC6386283"
"PMC","10.1371/journal.pone.0211633",2019,"PMC6386284"
"PMC","10.1371/journal.pcbi.1006766",2019,"PMC6386396"
"PMC","10.1371/journal.pone.0212665",2019,"PMC6386402"
"PMC","10.1371/journal.pcbi.1006793",2019,"PMC6386421"
"PMC","10.1371/journal.pone.0208217",2019,"PMC6386437"
"PMC","10.1016/j.cell.2019.01.029",2019,"PMC6386582"
"PMC","10.1073/pnas.1819788116",2019,"PMC6386723"
"PMC","10.3390/s19030695",2019,"PMC6387053"
"PMC","10.3390/s19030708",2019,"PMC6387066"
"PMC","10.3390/s19030636",2019,"PMC6387135"
"PMC","10.3390/ijms20030641",2019,"PMC6387455"
"PMC","10.1186/s13054-019-2351-7",2019,"PMC6387562"
"PMC","10.1093/database/baz025",2019,"PMC6387869"
"PMC","10.3389/fmicb.2019.00261",2019,"PMC6387940"
"PMC","10.1098/rsta.2018.0150",2019,"PMC6388009"
"PMC","10.4103/cytojournal.cytojournal_1_18",2019,"PMC6388539"
"PMC","10.1371/journal.pone.0212167",2019,"PMC6388918"
"PMC","10.7554/eLife.40811",2019,"PMC6389288"
"PMC","10.1093/molbev/msy234",2018,"PMC6389311"
"PMC","10.1093/molbev/msy228",2019,"PMC6389312"
"PMC","10.1093/molbev/msy226",2018,"PMC6389317"
"PMC","10.1093/molbev/msy225",2018,"PMC6389322"
"PMC","10.1093/gbe/evz013",2019,"PMC6389355"
"PMC","10.7150/jgen.32194",2019,"PMC6389495"
"PMC","10.7150/jgen.32210",2019,"PMC6389497"
"PMC","10.3389/fcvm.2019.00009",2019,"PMC6389617"
"PMC","10.1016/j.csbj.2019.01.010",2019,"PMC6389656"
"PMC","10.3389/fpsyt.2019.00052",2019,"PMC6389674"
"PMC","10.3389/fcimb.2019.00028",2019,"PMC6389711"
"PMC","10.1016/j.dadm.2018.12.008",2019,"PMC6389727"
"PMC","10.1002/acn3.710",2019,"PMC6389754"
"PMC","10.3389/fnins.2019.00060",2019,"PMC6389788"
"PMC","10.3348/kjr.2018.0496",2019,"PMC6389804"
"PMC","10.1038/s41598-018-37749-3",2019,"PMC6389914"
"PMC","10.1038/s41467-019-08840-8",2019,"PMC6389921"
"PMC","10.1038/s41598-019-39228-9",2019,"PMC6389943"
"PMC","10.1038/s41467-019-08892-w",2019,"PMC6389949"
"PMC","10.1038/s41598-018-35630-x",2019,"PMC6389971"
"PMC","10.3389/fgene.2019.00121",2019,"PMC6390206"
"PMC","10.1186/s12864-019-5526-3",2019,"PMC6390351"
"PMC","10.1186/s12859-019-2672-1",2019,"PMC6390579"
"PMC","10.1186/s12918-019-0705-z",2019,"PMC6390597"
"PMC","10.1093/toxsci/kfy288",2018,"PMC6390655"
"PMC","10.1038/sdata.2019.25",2019,"PMC6390701"
"PMC","10.1038/sdata.2019.29",2019,"PMC6390705"
"PMC","10.1038/sdata.2019.32",2019,"PMC6390706"
"PMC","10.3201/eid2503.181003",2019,"PMC6390734"
"PMC","10.3201/eid2503.181213",2019,"PMC6390756"
"PMC","10.3201/eid2503.181155",2019,"PMC6390764"
"PMC","10.1038/sdata.2019.26",2019,"PMC6390825"
"PMC","10.1037/xge0000505",2019,"PMC6390881"
"PMC","10.1140/epjc/s10052-018-6511-8",2019,"PMC6390898"
"PMC","10.1007/s41116-018-0015-3",2018,"PMC6390902"
"PMC","10.1371/journal.pcbi.1006803",2019,"PMC6391008"
"PMC","10.1371/journal.pgen.1007784",2019,"PMC6391025"
"PMC","10.7554/eLife.40613",2019,"PMC6391067"
"PMC","10.1172/JCI124516",2019,"PMC6391087"
"PMC","10.3389/fpls.2019.00184",2019,"PMC6391347"
"PMC","10.1038/s41598-019-39318-8",2019,"PMC6391370"
"PMC","10.1038/s41598-019-39173-7",2019,"PMC6391395"
"PMC","10.1038/s41598-019-39206-1",2019,"PMC6391436"
"PMC","10.1038/s41598-019-39787-x",2019,"PMC6391442"
"PMC","10.1038/s41598-019-39142-0",2019,"PMC6391469"
"PMC","10.1038/s41598-019-39395-9",2019,"PMC6391480"
